country,year,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,population,Code,gdp_per_capita,renewable_energy_consumption
Bulgaria,2015,48.204,6.716,27.731,11.521,5.942,7177463,BGR,24080.256,10.786984
Bulgaria,2016,45.419,6.372,24.203,11.922,5.949,7127389,BGR,24983.693,9.370144
Bulgaria,2017,47.521,6.716,25.845,12.202,6.05,7075586,BGR,25857.916,8.073083
Bulgaria,2018,43.577,6.203,22.143,12.425,5.795,7024687,BGR,26709.322,12.096144
Bulgaria,2019,42.267,6.059,20.786,13.023,5.249,6975420,BGR,27917.12,10.380223
Bulgaria,2020,36.644,5.285,16.264,12.145,5.344,6933606,BGR,27182.047,11.1219
Bulgaria,2021,42.425,6.169,20.435,12.795,6.26,6877173,BGR,29536.678,13.231414
Bulgaria,2022,46.966,6.881,24.577,13.793,5.14,6825817,BGR,31813.936,12.026074
Bulgaria,2023,36.094,5.311,14.885,13.459,4.805,6795757,BGR,33403.375,14.287648
Canada,1990,458.015,16.482,99.005,212.496,125.716,27789386,CAN,39863.066,28.251604
Canada,1991,449.756,15.973,103.905,200.273,125.377,28157104,CAN,38547.465,29.25226
Canada,1992,463.497,16.263,106.721,203.27,132.662,28500013,CAN,38433.09,29.261963
Canada,1993,464.16,16.1,98.808,206.551,137.763,28830582,CAN,39023.324,29.209166
Canada,1994,478.631,16.421,102.481,211.68,140.978,29147326,CAN,40332.875,28.705437
Canada,1995,491.414,16.681,104.309,214.36,148.261,29459088,CAN,40988.4,28.664146
Canada,1996,507.729,17.057,106.238,221.116,155.033,29767159,CAN,41247.254,29.628513
Canada,1997,522.022,17.367,113.044,229.102,153.691,30059030,CAN,42587.367,29.04424
Canada,1998,529.636,17.462,119.192,232.034,150.444,30329929,CAN,43879.566,28.089998
Canada,1999,543.866,17.774,119.515,234.96,162.93,30599404,CAN,45761.93,28.363531
Canada,2000,566.261,18.33,128.952,237.231,173.423,30891756,CAN,47667.434,28.536217
Canada,2001,558.36,17.888,126.48,241.069,165.5,31213533,CAN,48036.625,27.032011
Canada,2002,563.729,17.876,123.972,242.086,171.755,31535531,CAN,48943.543,27.334934
Canada,2003,580.792,18.243,123.102,257.945,174.245,31836434,CAN,49381.594,26.020357
Canada,2004,579.163,18.024,115.514,266.975,170.262,32132620,CAN,50436.293,25.700287
Canada,2005,572.855,17.659,116.624,260.961,169.2,32440126,CAN,51564.844,27.04255
Canada,2006,568.173,17.344,114.03,259.202,168.452,32759122,CAN,52391.38,27.207588
Canada,2007,591.889,17.886,118.821,265.861,180.77,33092121,CAN,52948.9,26.529997
Canada,2008,575.77,17.213,112.68,257.097,181.2,33449040,CAN,52899.477,27.374023
Canada,2009,542.811,16.047,93.362,253.423,174.223,33826322,CAN,50772.87,27.993202
Canada,2010,554.734,16.222,95.844,257.905,178.268,34196847,CAN,51763.676,26.566547
Canada,2011,563.32,16.302,86.835,259.433,193.976,34555403,CAN,52869.387,27.419373
Canada,2012,564.221,16.156,81.544,260.897,197.213,34922466,CAN,53217.715,27.86286
Canada,2013,568.854,16.118,79.249,260.549,204.25,35293366,CAN,53884.844,27.744926
Canada,2014,566.469,15.897,76.962,253.107,211.465,35634224,CAN,54880.86,27.025665
Canada,2015,565.644,15.729,73.719,254.034,213.612,35962183,CAN,54819.188,27.733406
Canada,2016,558.872,15.373,74.001,252.214,210.439,36353292,CAN,54765.305,28.45969
Canada,2017,569.603,15.475,73.401,255.803,216.781,36808448,CAN,55756.26,28.649637
Canada,2018,579.079,15.527,61.32,261.649,231.731,37294942,CAN,56470.46,27.663893
Canada,2019,582.025,15.404,58.777,263.306,234.935,37782884,CAN,56713.09,27.406925
Canada,2020,526.582,13.795,48.575,228.175,224.905,38171851,CAN,53274.91,29.457256
Canada,2021,540.312,14.051,45.795,237.083,230.942,38454011,CAN,55781.7,29.113104
Canada,2022,550.612,14.183,38.198,246.265,239.741,38821209,CAN,56872.605,29.496677
Canada,2023,549.299,13.977,36.769,248.853,237.269,39299053,CAN,55918.93,27.857828
Chile,1990,32.908,2.449,10.707,18.527,2.613,13437138,CHL,11064.255,18.080673
Chile,1991,30.892,2.261,8.628,19.113,2.198,13662434,CHL,11731.046,23.018364
Chile,1992,32.001,2.305,7.456,20.819,2.612,13884526,CHL,12832.425,27.186602
Chile,1993,34.098,2.418,7.628,22.819,2.448,14102219,CHL,13466.777,26.38023
Chile,1994,37.975,2.653,9.362,24.234,2.631,14316210,CHL,13932.774,24.851076
Chile,1995,41.563,2.861,10.311,26.838,2.616,14527329,CHL,14956.858,24.920815
Chile,1996,48.226,3.273,14.415,29.259,2.682,14734005,CHL,15750.299,21.549679
Chile,1997,55.942,3.746,18.606,31.052,4.529,14932385,CHL,16689.799,20.921423
Chile,1998,57.258,3.785,17.77,31.21,6.441,15127752,CHL,17163.031,17.19609
Chile,1999,61.408,4.009,18.518,32.155,9.032,15319256,CHL,16902.092,14.537981
Chile,2000,58.503,3.773,14.242,30.627,11.919,15503580,CHL,17531.46,18.856054
Chile,2001,52.918,3.374,9.263,28.468,13.517,15683809,CHL,17876.613,21.060808
Chile,2002,54.836,3.458,9.38,30.323,13.506,15857882,CHL,18246.645,21.83407
Chile,2003,55.1,3.438,9.244,29.587,14.737,16024700,CHL,18909.547,21.011951
Chile,2004,59.228,3.659,10.281,31.324,16.048,16187270,CHL,19969.033,18.553965
Chile,2005,61.127,3.739,10.252,33.826,15.557,16348730,CHL,20925.916,21.082777
Chile,2006,64.052,3.88,12.538,35.735,14.334,16509144,CHL,21976.297,21.91458
Chile,2007,70.476,4.227,13.007,47.225,8.764,16671520,CHL,22886.965,18.572256
Chile,2008,70.553,4.19,16.733,47.551,4.825,16838934,CHL,23518.086,20.64716
Chile,2009,65.96,3.878,13.431,44.929,6.379,17009684,CHL,23021.709,21.975939
Chile,2010,71.348,4.153,16.525,43.461,10.227,17181416,CHL,24125.287,18.941454
Chile,2011,78.071,4.499,20.848,45.628,10.45,17351762,CHL,25375.229,17.671747
Chile,2012,79.621,4.545,23.476,45.165,9.809,17519067,CHL,26679.916,17.975521
Chile,2013,81.737,4.621,25.396,45.916,9.292,17686958,CHL,27300.996,18.024372
Chile,2014,77.59,4.343,24.389,43.82,8.296,17864143,CHL,27514.764,19.519339
Chile,2015,81.782,4.531,27.194,44.353,9.112,18047575,CHL,27821.197,21.000135
Chile,2016,84.25,4.612,27.015,46.064,9.951,18267176,CHL,27968.604,19.341196
Chile,2017,84.138,4.534,27.754,45.468,9.944,18558817,CHL,27902.846,21.426294
Chile,2018,84.439,4.469,27.071,46.568,9.981,18893141,CHL,28502.725,23.426443
Chile,2019,91.977,4.791,31.017,48.022,12.051,19197702,CHL,28228.5,22.540928
Chile,2020,80.178,4.139,25.194,43.034,11.043,19370563,CHL,26257.832,24.873665
Chile,2021,83.655,4.3,24.097,46.487,12.083,19456275,CHL,29105.102,23.421082
Chile,2022,82.537,4.221,19.681,49.004,12.868,19552984,CHL,29557.393,26.07927
Chile,2023,77.288,3.931,14.493,49.39,12.423,19658791,CHL,29462.64,30.346954
China,1990,2484.855,2.154,1976.684,330.291,29.301,1153582668,CHN,1645.579,4.450452
China,1991,2606.096,2.226,2049.92,356.027,30.778,1170788481,CHN,1773.6394,4.168098
China,1992,2730.788,2.305,2114.715,385.793,30.239,1184574195,CHN,2001.2543,4.1569242
China,1993,2921.651,2.44,2228.745,428.549,35.728,1197308522,CHN,2253.052,4.4829965
China,1994,3103.739,2.567,2380.586,423.712,41.568,1209003049,CHN,2518.1548,4.667642
China,1995,3361.637,2.755,2569.754,468.23,42.436,1220133877,CHN,2763.7998,5.2390656
China,1996,3508.818,2.851,2660.401,510.622,44.47,1230944759,CHN,3006.3628,4.848928
China,1997,3515.594,2.833,2609.556,557.961,44.159,1241139564,CHN,3250.6145,5.0568953
China,1998,3364.587,2.69,2444.771,559.262,50.501,1250847078,CHN,3472.1785,5.1190677
China,1999,3557.275,2.823,2580.992,596.751,54.572,1260176600,CHN,3705.9773,4.8925734
China,2000,3649.227,2.874,2601.762,648.686,59.796,1269581120,CHN,3989.062,5.3356876
China,2001,3728.51,2.916,2637.651,659.3,67.157,1278725010,CHN,4290.3022,6.2514067
China,2002,4103.046,3.188,3018.637,653.086,53.993,1286866794,CHN,4650.897,5.921867
China,2003,4841.119,3.74,3601.712,727.099,60.745,1294517277,CHN,5085.978,5.001339
China,2004,5217.351,4.007,3835.288,839.093,71.521,1302100264,CHN,5567.1904,5.289435
China,2005,5882.106,4.49,4424.353,850.173,84.957,1310027084,CHN,6165.1836,5.2387414
China,2006,6494.331,4.927,4905.367,898.534,103.753,1318053984,CHN,6910.758,5.266756
China,2007,6983.547,5.267,5289.875,927.351,129.515,1325813524,CHN,7853.096,5.4065294
China,2008,7501.498,5.624,5729.473,970.118,149.674,1333820960,CHN,8566.965,6.8724213
China,2009,7891.078,5.878,6028.489,982.348,164.404,1342522666,CHN,9325.65,6.559855
China,2010,8620.576,6.378,6568.743,1092.571,199.585,1351561462,CHN,10267.806,7.1947036
China,2011,9532.332,7.008,7309.709,1123.859,245.99,1360250601,CHN,11187.166,6.6967645
China,2012,9779.292,7.141,7464.744,1176.712,277.599,1369520822,CHN,11985.317,8.06756
China,2013,9956.329,7.22,7493.408,1234.621,320.127,1379007984,CHN,12830.37,8.473828
China,2014,9990.257,7.198,7424.993,1255.605,370.222,1387951920,CHN,13696.518,9.689675
China,2015,9863.457,7.065,7266.92,1328.805,380.052,1396134112,CHN,14575.935,10.27758
China,2016,9762.714,6.953,7071.355,1357.838,421.726,1404052581,CHN,15485.213,11.113145
China,2017,10006.343,7.085,7163.255,1430.587,486.359,1412354694,CHN,16461.07,11.665639
China,2018,10332.992,7.282,7316.367,1500.474,575.369,1419008910,CHN,17490.166,12.224382
China,2019,10713.984,7.526,7523.024,1559.728,630.171,1423520298,CHN,18465.299,12.785955
China,2020,10905.693,7.647,7679.484,1523.052,676.473,1426106040,CHN,18833.785,13.395745
China,2021,11447.913,8.026,8141.342,1521.11,765.333,1426437224,CHN,20406.73,14.195035
China,2022,11350.538,7.964,8168.899,1489.342,760.059,1425179509,CHN,21011.617,15.217977
China,2023,11902.503,8.367,8550.844,1642.827,814.783,1422584878,CHN,22137.6,15.505326
Colombia,1990,56.898,1.754,13.884,31.113,8.373,32440020,COL,10181.133,31.201069
Colombia,1991,56.654,1.712,12.414,31.998,8.695,33098327,COL,10178.37,30.63062
Colombia,1992,61.495,1.821,13.667,35.651,8.365,33760526,COL,10382.358,23.80165
Colombia,1993,63.338,1.839,14.206,36.038,8.644,34441431,COL,10725.18,27.368816
Colombia,1994,67.037,1.908,13.612,39.56,8.977,35127363,COL,11127.203,29.116013
Colombia,1995,59.421,1.66,14.136,31.793,8.295,35804622,COL,11484.666,28.41556
Colombia,1996,59.913,1.643,12.513,32.577,10.234,36462687,COL,11509.236,30.151009
Colombia,1997,65.256,1.758,12.289,34.797,12.454,37121106,COL,11692.899,26.431786
Colombia,1998,65.799,1.741,11.688,35.358,13.022,37792117,COL,11550.729,25.56455
Colombia,1999,55.476,1.443,9.684,30.393,11.201,38454817,COL,10874.447,29.999926
Colombia,2000,56.591,1.448,10.227,29.329,12.488,39089879,COL,11010.671,28.239262
Colombia,2001,56.848,1.432,10.321,28.543,13.26,39709209,COL,11020.81,28.57212
Colombia,2002,55.901,1.386,9.267,28.724,13.246,40324632,COL,11124.361,30.439077
Colombia,2003,57.378,1.402,10.406,29.645,12.681,40937378,COL,11387.211,31.6404
Colombia,2004,54.647,1.315,7.281,29.527,13.349,41543134,COL,11819.602,31.689388
Colombia,2005,60.162,1.428,10.234,30.939,14.007,42128928,COL,12218.054,32.782623
Colombia,2006,62.304,1.459,9.351,33.973,14.033,42691022,COL,12867.045,30.936024
Colombia,2007,60.491,1.399,8.053,33.02,14.033,43235327,COL,13561.154,31.460014
Colombia,2008,66.964,1.53,10.768,33.441,17.518,43758748,COL,13838.885,31.2667
Colombia,2009,72.461,1.637,11.802,35.735,20.097,44271496,COL,13834.497,28.770914
Colombia,2010,76.266,1.703,13.473,35.698,21.988,44777278,COL,14293.021,27.403812
Colombia,2011,76.224,1.684,13.785,35.341,21.051,45259560,COL,15123.193,31.370747
Colombia,2012,80.255,1.756,11.541,38.914,22.899,45715766,COL,15558.091,29.02311
Colombia,2013,88.105,1.909,17.803,41.509,22.339,46151536,COL,16202.396,26.266777
Colombia,2014,94.078,2.02,18.049,45.217,23.908,46565374,COL,16780.871,25.307676
Colombia,2015,98.064,2.088,19.144,47.419,24.406,46969894,COL,17128.107,25.544643
Colombia,2016,94.208,1.986,19.423,45.463,22.896,47437468,COL,17313.287,24.362503
Colombia,2017,86.61,1.799,14.686,42.874,22.784,48131023,COL,17295.764,28.787233
Colombia,2018,86.731,1.769,13.714,43.14,23.53,49024413,COL,17416.014,27.908209
Colombia,2019,94.498,1.893,18.152,45.582,24.224,49907932,COL,17652.896,26.753754
Colombia,2020,89.732,1.772,16.777,43.23,23.951,50629945,COL,16150.725,27.110657
Colombia,2021,94.323,1.843,11.611,54.465,21.76,51188120,COL,17700.06,29.665802
Colombia,2022,98.293,1.9,10.465,59.464,21.689,51737891,COL,18788.406,28.383904
Colombia,2023,105.239,2.011,16.002,60.09,22.498,52321104,COL,18692.385,27.397959
Czechia,1990,164.25,15.944,123.419,22.489,12.564,10301937,CZE,29202.986,0.5908929
Czechia,1991,148.883,14.448,112.711,19.785,12.294,10304363,CZE,25873.115,0.608996
Czechia,1992,145.706,14.129,105.791,21.177,14.721,10312408,CZE,25715.752,0.81210715
Czechia,1993,140.124,13.577,100.747,20.378,15.317,10320353,CZE,25704.938,0.9098919
Czechia,1994,132.668,12.853,94.922,19.795,14.225,10322286,CZE,26443.219,1.1043082
Czechia,1995,131.622,12.764,94.834,17.661,15.63,10311979,CZE,28105.586,1.4452564
Czechia,1996,135.019,13.114,95.219,18.043,18.041,10296088,CZE,29311.285,1.322692
Czechia,1997,130.942,12.737,90.923,17.695,18.435,10279996,CZE,29168.053,1.3793235
Czechia,1998,125.716,12.247,83.666,19.593,18.424,10265381,CZE,29080.918,1.3100818
Czechia,1999,116.672,11.381,75.616,18.623,18.475,10251335,CZE,29511.896,1.628961
Czechia,2000,127.236,12.429,86.836,18.192,18.134,10236753,CZE,30781.717,1.5250733
Czechia,2001,127.145,12.426,84.798,19.283,19.3,10231897,CZE,31798.938,1.6182144
Czechia,2002,123.968,12.107,82.673,19.254,18.539,10239426,CZE,32342.531,1.8836788
Czechia,2003,127.572,12.447,83.968,21.059,18.974,10248852,CZE,33419.668,1.1732385
Czechia,2004,128.292,12.502,83.408,22.039,19.12,10261411,CZE,34991.887,1.5377343
Czechia,2005,125.691,12.227,80.604,22.6,18.759,10280103,CZE,37171.176,1.6945395
Czechia,2006,126.537,12.28,81.885,22.374,18.415,10304542,CZE,39525.906,1.9016553
Czechia,2007,128.366,12.417,83.628,23.065,17.459,10337488,CZE,41452.812,1.8866404
Czechia,2008,122.935,11.845,78.66,22.905,17.298,10378248,CZE,42184.336,2.3114047
Czechia,2009,114.983,11.034,73.287,21.978,16.315,10420931,CZE,39932.04,3.1409461
Czechia,2010,117.476,11.227,74.554,21.141,18.398,10463981,CZE,40896.73,3.7586548
Czechia,2011,115.189,10.975,73.749,20.908,16.825,10495455,CZE,41535.613,4.7454557
Czechia,2012,111.287,10.591,70.768,20.411,16.624,10507287,CZE,41157.88,5.199206
Czechia,2013,106.722,10.153,66.87,19.767,16.826,10511117,CZE,41127.027,6.0187893
Czechia,2014,104.246,9.912,64.905,20.812,15.113,10517176,CZE,42006.17,6.2313395
Czechia,2015,105.001,9.977,64.322,21.319,15.909,10524367,CZE,44002.566,6.439675
Czechia,2016,106.648,10.126,64.728,21.353,17.008,10531895,CZE,45051.61,6.5016036
Czechia,2017,107.746,10.221,64.307,22.13,17.713,10541301,CZE,47256.684,6.312411
Czechia,2018,106.336,10.08,63.573,22.341,16.645,10548878,CZE,48431.953,6.1787386
Czechia,2019,101.009,9.57,57.468,22.461,17.361,10554819,CZE,49961.797,6.7436805
Czechia,2020,91.674,8.689,49.727,21.079,17.431,10550083,CZE,47196.45,7.5385566
Czechia,2021,96.645,9.177,51.406,22.549,19.045,10530619,CZE,49995.703,7.275117
Czechia,2022,95.108,8.911,52.973,22.868,15.78,10673169,CZE,50617.7,7.4957795
Czechia,2023,85.624,7.921,44.853,22.957,14.328,10809674,CZE,49681.06,8.385919
Denmark,1990,53.464,10.399,24.005,23.179,4.35,5140973,DNK,46233.273,1.2036245
Denmark,1991,64.093,12.435,32.57,24.279,4.917,5154296,DNK,46785.863,1.3905741
Denmark,1992,58.315,11.276,27.133,23.614,5.167,5171320,DNK,47574.676,1.949155
Denmark,1993,60.562,11.672,28.451,23.991,5.851,5188587,DNK,47379.023,2.2609122
Denmark,1994,64.661,12.42,30.578,25.157,6.546,5206148,DNK,49719.41,2.0341423
Denmark,1995,61.641,11.778,25.6,26.017,7.574,5233317,DNK,50963.703,2.2090013
Denmark,1996,74.887,14.229,35.137,28.356,8.909,5263020,DNK,52143.555,2.0933995
Denmark,1997,65.425,12.379,26.15,27.134,9.375,5284984,DNK,53572.62,3.227925
Denmark,1998,61.226,11.543,22.219,26.386,10.186,5304222,DNK,54620.16,4.456286
Denmark,1999,58.642,11.019,18.672,26.252,10.711,5321759,DNK,56055.12,5.143456
Denmark,2000,54.296,10.168,15.657,25.36,10.64,5339614,DNK,57948.61,6.7593865
Denmark,2001,55.886,10.429,16.558,25.603,11.105,5358777,DNK,58289.906,7.064914
Denmark,2002,55.544,10.332,16.537,25.315,11.096,5375919,DNK,58369.234,8.196981
Denmark,2003,60.638,11.249,22.573,24.392,11.214,5390562,DNK,58467.44,9.054266
Denmark,2004,55.093,10.194,17.281,24.07,11.154,5404551,DNK,59935.613,11.240494
Denmark,2005,51.527,9.508,14.602,23.883,10.69,5419506,DNK,61181.082,11.955465
Denmark,2006,59.492,10.941,22.006,24.228,10.882,5437380,DNK,63307.652,10.242425
Denmark,2007,54.698,10.015,18.422,24.166,9.738,5461554,DNK,63649.715,11.953178
Denmark,2008,51.246,9.328,16.134,23.314,9.826,5493714,DNK,63012.863,12.095338
Denmark,2009,48.84,8.843,15.784,22.292,9.412,5523119,DNK,59558.76,12.843573
Denmark,2010,49.179,8.865,15.351,21.943,10.555,5547824,DNK,60233.363,14.972631
Denmark,2011,44.227,7.939,12.915,20.912,8.972,5570801,DNK,60772.168,18.524874
Denmark,2012,39.853,7.127,10.078,19.951,8.404,5591867,DNK,60540.64,21.23196
Denmark,2013,41.755,7.436,12.755,19.572,7.929,5615285,DNK,61128.395,21.8564
Denmark,2014,37.565,6.656,10.143,19.082,6.81,5643742,DNK,61596.496,25.305271
Denmark,2015,35.102,6.176,7.242,19.47,6.905,5683641,DNK,62450.02,27.024797
Denmark,2016,36.906,6.443,8.413,19.75,7.009,5728150,DNK,63868.758,26.005054
Denmark,2017,34.652,6.011,6.253,19.916,6.676,5765108,DNK,65398.793,30.501415
Denmark,2018,34.602,5.972,6.362,19.968,6.483,5793761,DNK,66285.73,29.379833
Denmark,2019,30.942,5.321,3.588,19.686,6.023,5814566,DNK,67179.125,30.183018
Denmark,2020,28.294,4.852,3.166,18.582,4.798,5831483,DNK,65791.11,34.67249
Denmark,2021,29.588,5.052,4.207,18.759,4.877,5856724,DNK,70342.32,38.80951
Denmark,2022,28.432,4.817,4.164,19.148,3.542,5902846,DNK,70865.44,40.791603
Denmark,2023,27.265,4.584,2.766,19.319,3.602,5948078,DNK,72097.305,40.938076
Egypt,1990,75.218,1.288,3.36,52.075,13.015,58396583,EGY,8006.6216,7.097406
Egypt,1991,77.296,1.288,2.697,51.839,14.904,60028948,EGY,7876.5527,6.9793625
Egypt,1992,79.94,1.3,2.59,53.132,16.118,61480607,EGY,8034.5625,6.9645247
Egypt,1993,92.278,1.467,3.415,62.757,18.511,62915626,EGY,8079.0547,7.168096
Egypt,1994,88.373,1.375,3.693,53.089,20.158,64285546,EGY,8221.047,7.245232
Egypt,1995,98.994,1.508,2.451,58.104,26.011,65652570,EGY,8423.578,7.133508
Egypt,1996,97.951,1.461,3.43,53.652,27.707,67027996,EGY,8662.331,6.9465804
Egypt,1997,111.705,1.632,2.851,70.384,25.063,68431693,EGY,8950.654,6.8348336
Egypt,1998,125.026,1.788,2.792,82.594,26.293,69943248,EGY,9245.479,6.7498574
Egypt,1999,128.221,1.793,2.506,79.54,31.625,71520901,EGY,9588.859,6.991505
Egypt,2000,143.836,1.968,3.144,85.32,40.718,73083242,EGY,9981.628,6.9980617
Egypt,2001,127.657,1.71,2.748,66.434,43.361,74651984,EGY,10117.333,6.824026
Egypt,2002,129.155,1.694,2.957,57.133,52.97,76239093,EGY,10143.506,6.4054775
Egypt,2003,149.919,1.926,3.063,73.293,58.212,77853500,EGY,10250.377,5.5988307
Egypt,2004,152.576,1.92,3.191,75.638,57.625,79477386,EGY,10451.821,5.316899
Egypt,2005,168.217,2.074,3.067,79.21,68.622,81100965,EGY,10700.609,5.0728197
Egypt,2006,179.194,2.167,2.928,83.689,73.833,82700350,EGY,11211.832,4.875579
Egypt,2007,188.805,2.24,2.917,84.763,81.128,84276171,EGY,11782.006,5.0605507
Egypt,2008,197.728,2.303,2.854,92.404,83.31,85864736,EGY,12391.585,5.1005898
Egypt,2009,206.478,2.36,2.689,98.719,81.788,87501586,EGY,12728.081,4.5248094
Egypt,2010,203.608,2.283,4.126,94.255,81.948,89196017,EGY,13128.988,4.1977415
Egypt,2011,216.917,2.381,1.7,98.549,92.679,91093017,EGY,13082.427,4.063366
Egypt,2012,213.734,2.294,1.803,93.025,92.919,93160949,EGY,13076.806,3.9203088
Egypt,2013,211.419,2.218,1.7,94.639,90.4,95333501,EGY,13058.075,3.909255
Egypt,2014,226.899,2.326,1.495,117.713,81.7,97528601,EGY,13136.365,3.9126637
Egypt,2015,224.48,2.254,1.345,112.023,84.151,99597285,EGY,13425.912,4.0617194
Egypt,2016,239.382,2.355,1.608,114.868,94.823,101644536,EGY,13727.32,3.869806
Egypt,2017,260.675,2.514,6.507,119.602,108.405,103696006,EGY,14018.36,3.6274722
Egypt,2018,249.217,2.358,13.007,108.248,102.697,105682048,EGY,14488.209,3.8320756
Egypt,2019,258.742,2.406,10.124,104.065,120.52,107553107,EGY,15026.568,4.638214
Egypt,2020,235.358,2.153,5.401,90.755,116.631,109315075,EGY,15309.236,5.968184
Egypt,2021,260.936,2.352,8.702,105.186,122.938,110956950,EGY,15579.016,5.9075103
Egypt,2022,271.169,2.408,7.549,121.436,119.903,112618191,EGY,16360.391,5.687224
Egypt,2023,269.006,2.349,8.585,117.887,118.821,114535724,EGY,16691.133,5.803628
Estonia,1990,36.917,23.509,24.435,9.139,2.717,1570254,EST,19715.28,0.0
Estonia,1991,34.144,21.812,22.547,8.21,2.754,1565333,EST,18229.398,0.0
Estonia,1992,24.418,15.854,17.796,4.634,1.605,1540174,EST,14635.029,0.0
Estonia,1993,19.435,12.919,13.589,4.795,0.802,1504295,EST,14154.642,0.0
Estonia,1994,20.041,13.58,14.118,4.455,1.118,1475669,EST,14223.106,0.0
Estonia,1995,18.055,12.428,12.916,3.488,1.284,1452730,EST,15134.759,0.03016169
Estonia,1996,19.034,13.267,13.451,3.782,1.42,1434604,EST,16118.94,0.023669971
Estonia,1997,18.673,13.136,13.191,3.671,1.391,1421448,EST,18431.559,0.03844557
Estonia,1998,16.933,11.999,11.5,3.64,1.332,1411150,EST,19417.078,0.064285405
Estonia,1999,15.929,11.349,10.921,3.318,1.277,1403523,EST,19277.695,0.09627783
Estonia,2000,15.471,11.074,10.851,2.719,1.482,1396955,EST,21119.953,0.33475995
Estonia,2001,15.87,11.432,10.679,3.169,1.594,1388122,EST,22504.857,0.15419663
Estonia,2002,15.358,11.133,10.382,3.22,1.347,1379391,EST,24218.04,0.17976718
Estonia,2003,17.251,12.584,12.172,3.161,1.528,1370799,EST,26221.773,0.21134767
Estonia,2004,17.322,12.712,12.012,3.169,1.727,1362623,EST,28172.957,0.27796856
Estonia,2005,17.09,12.614,11.745,3.197,1.727,1354799,EST,31032.965,0.47721928
Estonia,2006,16.438,12.205,11.047,3.207,1.717,1346833,EST,34264.023,0.58349687
Estonia,2007,19.93,14.866,14.258,3.311,1.711,1340672,EST,37026.652,0.5681164
Estonia,2008,17.815,13.324,12.322,3.188,1.656,1337032,EST,35223.24,0.87104774
Estonia,2009,14.405,10.794,10.022,2.902,1.199,1334487,EST,30128.023,2.7223704
Estonia,2010,18.965,14.244,14.262,3.053,1.301,1331406,EST,30936.557,4.3801155
Estonia,2011,18.948,14.275,14.182,3.146,1.164,1327315,EST,33391.11,4.846749
Estonia,2012,17.761,13.429,12.602,3.229,1.254,1322570,EST,34741.37,5.9997787
Estonia,2013,19.634,14.898,14.532,3.207,1.194,1317872,EST,35477.637,4.70338
Estonia,2014,18.784,14.29,14.072,3.231,1.008,1314402,EST,36752.746,5.622078
Estonia,2015,15.78,12.004,11.271,3.334,0.903,1314538,EST,37403.79,6.6583357
Estonia,2016,17.433,13.248,12.763,3.427,0.991,1315802,EST,38549.473,6.5080376
Estonia,2017,18.616,14.131,13.877,3.436,0.912,1317381,EST,40672.336,6.8996964
Estonia,2018,17.801,13.465,13.063,3.398,0.958,1321918,EST,42030.55,7.798443
Estonia,2019,12.288,9.261,7.776,3.256,0.882,1326772,EST,43435.2,10.376287
Estonia,2020,9.198,6.918,5.277,3.03,0.806,1329618,EST,42099.355,15.351766
Estonia,2021,10.391,7.802,6.458,2.929,0.916,1331699,EST,45063.543,14.29714
Estonia,2022,11.757,8.708,7.877,3.133,0.679,1350038,EST,44492.12,13.240793
Estonia,2023,10.019,7.328,6.328,3.0,0.622,1367143,EST,42471.824,14.305354
Finland,1990,56.921,11.415,22.136,27.663,5.154,4986530,FIN,39167.863,14.470432
Finland,1991,55.195,11.008,21.392,26.813,5.384,5013842,FIN,36663.76,15.99359
Finland,1992,54.272,10.764,20.681,26.659,5.576,5042099,FIN,35251.05,17.64751
Finland,1993,56.32,11.116,23.405,25.609,5.823,5066547,FIN,34807.332,17.066778
Finland,1994,61.74,12.133,27.598,26.411,6.296,5088409,FIN,36031.58,15.338213
Finland,1995,58.122,11.379,24.661,25.595,6.51,5107865,FIN,37414.22,17.208223
Finland,1996,64.04,12.496,29.761,26.035,6.79,5124663,FIN,38657.555,14.945333
Finland,1997,62.703,12.199,28.501,26.019,6.647,5139877,FIN,41008.617,16.852652
Finland,1998,59.358,11.518,23.721,26.575,7.592,5153506,FIN,43130.688,19.755129
Finland,1999,58.874,11.398,23.039,26.726,7.572,5165470,FIN,44919.426,17.504028
Finland,2000,57.017,11.015,21.989,25.824,7.717,5176146,FIN,47405.453,19.162657
Finland,2001,62.521,12.051,26.129,26.447,8.391,5187921,FIN,48546.42,17.237999
Finland,2002,65.049,12.508,28.309,26.809,8.341,5200499,FIN,49246.05,15.842106
Finland,2003,72.658,13.938,35.018,26.925,9.231,5212916,FIN,50117.133,14.247586
Finland,2004,68.946,13.187,31.642,26.915,8.87,5228095,FIN,51973.39,18.99897
Finland,2005,57.064,10.877,21.041,26.364,8.124,5246037,FIN,53234.348,19.044958
Finland,2006,68.373,12.983,31.585,26.453,8.688,5266198,FIN,55162.035,17.117256
Finland,2007,66.764,12.624,30.349,26.646,8.118,5288666,FIN,57846.062,18.351383
Finland,2008,58.625,11.033,23.676,24.941,8.36,5313334,FIN,58029.043,21.794773
Finland,2009,55.92,10.474,22.9,24.198,7.501,5338800,FIN,53088.1,18.615065
Finland,2010,64.092,11.95,29.146,25.131,8.274,5363304,FIN,54520.086,19.122496
Finland,2011,56.647,10.513,24.084,23.766,7.254,5388186,FIN,55565.156,20.477798
